sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610688,0.046789387195192128,0.019274457469774808,0.047172858251999114,0.22865009037249076,0.2637024146573283,0.012087232929609089,0.065650778762188416,0.0070648261052672807,0.26943065807750843,0.034897273204540308,0.0037175229741019211,0.0015625000000000001
SRR14610679,0.098633364246655031,0.00050000000000000001,0.009133369898075781,0.4766333145151242,0.029385637741171783,0.0023055555555555555,0.017117790383850754,0.0025898547273160277,0.33289657414028989,0.023792696467619071,0.0070118423243423255,0
SRR14610697,0.018414188735241369,0.07219331165480547,0.012023322351882724,0.46323376357418605,0.03637798660318009,0.0011904761904761904,0.031675650322591363,0.00047619047619047619,0.3410866629902084,0.0081081700302658693,0.01435222151541643,0.00086805555555555551
SRR14610581,0.126513912228571,0.0068092941265895223,0.02296674034599731,0.18241542343647435,0.033443479164454379,0.0077732783298572758,0.10874190088227981,0.010526218062982769,0.47677309666709627,0.016529705373745623,0.0072796786546786554,0.00022727272727272727
SRR14610662,0.0068762667781209971,0.053182588517022795,0.21188095828675152,0.05199437335876457,0.027091666180322119,0.0085973233563000004,0.025573593652574663,0.011631570806140062,0.59691617967926713,0.0047019079561649224,0.0012202380952380952,0.00033333333333333332
SRR14610626,0.20094123069470526,0.01959837771447679,0.12277108256810264,0.091595040615820633,0.068293009013092459,0.0043465721370133138,0.050601288524545304,0.021356452521506704,0.38652331624767378,0.030821051547326946,0.00050000000000000001,0.0026525784157363104
SRR14610680,0.019618557062319682,0.012267676767676768,0.068160007755402513,0.4983237530458352,0.12511457374001297,0.0034316031191031189,0.021134390205597632,0.001700404858299595,0.21513795099516433,0.023940413873379276,0.0097762972321795844,0.0013943713450292397
SRR14610608,0.022135270051872217,0.013275403818747476,0.011663067625528925,0.38233943727803443,0.028135472671463376,0.0029747839593040827,0.019866230819404192,0.014426467817528186,0.47174318930304454,0.0073662726162726155,0.020564430975228188,0.0055099730635721341
SRR14610671,0.004514167111959547,0.025518510271641582,0.18865162211201553,0.046023388390337143,0.10437892650472573,0.010392748661316099,0.018309146198658584,0.011345569333412586,0.58375938235815561,0.0051137365386591397,0,0.0019928025191183084
SRR14610617,0.0082010452922587785,0.0029704549836128778,0.0014772727272727272,0.063104876217955033,0.12777359287076265,0.015599859927915518,0.012842611701164335,0.0014981962481962479,0.76305581433605041,0.00088461538461538463,0.0025916603101957792,0
SRR14610569,0.046995346135632492,0.027199136819492847,0.030357384037531094,0.10291898551878864,0.034152953835809845,0.0034895099740300983,0.028307582832544108,0.13897170367136039,0.55627169473655369,0.008136164274322167,0.0022081339712918657,0.020991404192642581
